procurement_id,date,school_id,vendor_name,grain_type,quantity,unit,total_cost,payment_status,quantity_orginal,quantity_kg
MDM000306,2025-09-03,SCH0354,SHARMA & SONS,Rice,0.278,BAGS,556,PAID,0.278,13.900000000000002
MDM003951,2025-08-17,SCH0358,SHARMA TRADERS,Rice,1.026,BAGS,2052,PENDING,1.026,51.300000000000004
MDM005530,2026-01-06,SCH0235,SINGH BROTHERS,Rice,44.3,KILOGRAM,1772,PAID,44.3 kg,44.3
MDM007239,2025-12-13,SCH0361,KUMAR SUPPLIES,Mustard Oil,59.6,KILOGRAM,7152,Unknown,59.6,59.6
MDM010977,2025-10-11,SCH0255,KUMAR GENERAL STORE,Mustard Oil,57.2,KILOGRAM,6864,PENDING,57.2 kg,57.2
MDM009870,2025-12-02,SCH0150,KUMAR GENERAL STORE,Atta,56600.0,GRAM,1698,PENDING,56600,56.6
MDM007636,2025-05-05,SCH0418,KUMAR SUPPLIES,Mustard Oil,1.198,BAGS,7188,PENDING,1.198,59.9
MDM009309,2025-10-28,SCH0508,SHARMA & SONS,Wheat,11.1,KILOGRAM,333,DUE,11.1,11.1
MDM009057,2025-10-08,SCH0323,SHARMA & SONS,Pulses,0.216,KILOGRAM,972,PENDING,0.216,10.8
MDM010374,2025-10-06,SCH0563,S. AGRO WORKS,Rice,46.6,KILOGRAM,1864,DUE,46.6,46.6
MDM000927,2025-04-19,SCH0461,S. AGRO WORKS,Mustard Oil,12200.0,GRAM,1464,Unknown,12200,12.2
MDM000245,2025-07-05,SCH0409,S. AGRO WORKS,Mustard Oil,,,1452,PAID,,
MDM009608,2025-12-27,SCH0513,SHARMA TRADERS,Rice,16.7,KILOGRAM,,PAID,16.7 kg,16.7
MDM000016,2025-09-06,SCH0190,SINGH BROTHERS,Mustard Oil,40.8,KILOGRAM,4896,PAID,40.8,40.8
MDM000144,2025-09-05,SCH0583,KUMAR GENERAL STORE,Mustard Oil,41.3,KILOGRAM,4956,Unknown,41.3,41.3
MDM005984,2025-04-26,SCH0317,KUMAR SUPPLIES,Mustard Oil,,,1932,Unknown,,
MDM002364,2025-05-27,SCH0013,SHARMA & SONS,Mustard Oil,26.7,KILOGRAM,3204,CLEARED,26.7,26.7
MDM009066,2025-11-24,SCH0325,SHARMA TRADERS,Wheat,0.526,BAGS,789,PAID,0.526,26.3
MDM000130,2025-04-16,SCH0456,SINGH AGRO,Mustard Oil,,,1308,Unknown,,
MDM001162,2025-07-28,SCH0102,KUMAR SUPPLIES,Mustard Oil,47.0,KILOGRAM,5640,DUE,47,47.0
MDM009710,2025-12-27,SCH0429,GOYAL RICE MILL,Rice,23900.0,GRAM,956,PAID,23900,23.9
MDM008484,2025-06-22,SCH0387,KUMAR & CO.,Rice,1.0,BAGS,2000,PAID,1,50.0
MDM008170,2025-06-07,SCH0095,GOYAL RICE MILL,Rice,16200.0,GRAM,648,DUE,16200,16.2
MDM007164,2025-04-15,SCH0497,S. AGRO WORKS,Wheat,52.9,KILOGRAM,1587,PENDING,52.9,52.9
MDM005803,2026-03-22,SCH0477,S. AGRO WORKS,Wheat,1.064,BAGS,1596,PENDING,1.064,53.2
MDM007730,2025-08-20,SCH0057,SINGH AGRO,Pulses,27.6,KILOGRAM,2484,PAID,27.6,27.6
MDM005459,2025-09-16,SCH0411,GOYAL MILL,Wheat,55.6,KILOGRAM,,PENDING,55.6,55.6
MDM007287,2025-06-28,SCH0215,S. AGRO WORKS,Wheat,20.9,KILOGRAM,627,PAID,20.9,20.9
MDM005309,2026-01-15,SCH0366,S. AGRO WORKS,Pulses,1.01,BAGS,4545,PENDING,1.01,50.5
MDM001877,2025-09-01,SCH0427,S. AGRO WORKS,Rice,26.8,KILOGRAM,1072,CLEARED,26.8,26.8
MDM002489,2025-11-20,SCH0546,SHARMA & SONS,Wheat,40.1,KILOGRAM,,PENDING,40.1,40.1
MDM009902,2025-06-13,SCH0369,SHARMA TRADERS,Pulses,20.6,KILOGRAM,1854,PENDING,20.6 kg,20.6
MDM004480,2025-04-29,SCH0552,SHARMA TRADERS PVT LTD,Rice,40500.0,GRAM,1620,CLEARED,40500,40.5
MDM001183,2026-02-25,SCH0265,SHARMA TRADERS,Wheat,50400.0,GRAM,1512,PAID,50400,50.4
MDM002526,2026-01-19,SCH0233,GOYAL RICE MILL,Mustard Oil,13.5,KILOGRAM,1620,PAID,13.5,13.5
MDM008216,2026-11-03,SCH0583,KUMAR SUPPLIES,Mustard Oil,39.4,KILOGRAM,4728,PENDING,39.4,39.4
MDM001171,2026-02-02,SCH0390,KUMAR GENERAL STORE,Pulses,0.938,BAGS,4221,Unknown,0.938,46.9
MDM010735,2026-01-01,SCH0577,SINGH BROTHERS,Mustard Oil,27400.0,GRAM,,DUE,27400,27.4
MDM002183,2025-04-11,SCH0231,SHARMA TRADERS PVT LTD,Mustard Oil,1.018,BAGS,6108,Unknown,1.018,50.9
MDM011796,2026-08-01,SCH0584,GOYAL MILL,Wheat,,,1158,PAID,,
MDM009288,2026-01-04,SCH0369,SHARMA & SONS,Wheat,1.024,BAGS,1536,PENDING,1.024,51.2
MDM006793,2025-11-28,SCH0174,KUMAR & CO.,Mustard Oil,24900.0,GRAM,2988,PENDING,24900,24.9
MDM009070,2025-07-20,SCH0581,KUMAR SUPPLIES,Rice,,,1236,PENDING,,
MDM011750,2025-06-08,SCH0040,GOYAL ENTERPRISES,Mustard Oil,,,5040,PAID,,
MDM009619,2025-12-21,SCH0123,SINGH AGRO,Wheat,54.8,KILOGRAM,1644,PENDING,54.8,54.8
MDM003372,2026-05-03,SCH0534,SHARMA TRADERS PVT LTD,Wheat,15900.0,GRAM,477,PAID,15900,15.9
MDM010011,2025-05-17,SCH0141,SINGH BROTHERS,Wheat,57.2,KILOGRAM,1716,PAID,57.2,57.2
MDM001860,2026-01-18,SCH0284,SHARMA TRADERS PVT LTD,Rice,33000.0,GRAM,1320,CLEARED,33000,33.0
MDM007458,2025-11-28,SCH0196,SHARMA & SONS,Mustard Oil,0.444,BAGS,,DUE,0.444,22.2
MDM007329,2025-07-06,SCH0121,SHARMA TRADERS PVT LTD,Mustard Oil,44.2,KILOGRAM,5304,Unknown,44.2 kg,44.2
MDM008146,2025-08-09,SCH0362,SINGH BROTHERS,Rice,17100.0,GRAM,684,PAID,17100,17.1
MDM006782,2025-11-25,SCH0444,SINGH AGRO,Rice,37.8,KILOGRAM,1512,PENDING,37.8,37.8
MDM001879,2026-01-08,SCH0505,SINGH BROTHERS,Wheat,51.6,KILOGRAM,1548,Unknown,51.6 kg,51.6
MDM007464,2025-07-10,SCH0028,KUMAR GENERAL STORE,Mustard Oil,0.8420000000000001,BAGS,,PAID,0.8420000000000001,42.1
MDM003589,2026-02-27,SCH0528,SHARMA TRADERS PVT LTD,Wheat,42.2,KILOGRAM,,CLEARED,42.2,42.2
MDM008403,2026-02-08,SCH0312,S. AGRO WORKS,Pulses,39.5,KILOGRAM,3555,CLEARED,39.5 kg,39.5
MDM003122,2026-01-05,SCH0049,GOYAL MILL,Mustard Oil,1.08,KILOGRAM,6480,PENDING,1.08,54.0
MDM000388,2026-01-26,SCH0554,GOYAL MILL,Wheat,10000.0,GRAM,300,CLEARED,10000,10.0
MDM001312,2025-12-11,SCH0355,SHARMA TRADERS,Rice,24300.0,GRAM,972,CLEARED,24300,24.3
MDM001033,2025-07-10,SCH0012,SHARMA & SONS,Wheat,23.5,KILOGRAM,705,CLEARED,23.5,23.5
MDM011148,2025-05-10,SCH0556,SINGH BROTHERS,Wheat,30.1,KILOGRAM,903,PENDING,30.1 kg,30.1
MDM006585,2025-11-23,SCH0011,GOYAL MILL,Pulses,55900.0,GRAM,5031,PAID,55900,55.9
MDM010119,2026-03-09,SCH0261,KUMAR SUPPLIES,Mustard Oil,19.5,KILOGRAM,2340,Unknown,19.5 kg,19.5
MDM006383,2026-02-02,SCH0206,KUMAR & CO.,Rice,38.2,KILOGRAM,1528,DUE,38.2,38.2
MDM006726,2025-10-16,SCH0536,KUMAR & CO.,Wheat,,,1062,PENDING,,
MDM005720,2025-12-22,SCH0135,SHARMA TRADERS,Rice,1.19,BAGS,,Unknown,1.19,59.5
MDM007884,2025-11-17,SCH0238,KUMAR SUPPLIES,Mustard Oil,30000.0,GRAM,3600,CLEARED,30000,30.0
MDM004937,2025-06-19,SCH0376,GOYAL ENTERPRISES,Wheat,18.3,KILOGRAM,549,CLEARED,18.3,18.3
MDM000932,2025-10-13,SCH0542,KUMAR & CO.,Rice,29.8,KILOGRAM,1192,DUE,29.8,29.8
MDM008764,2026-02-27,SCH0137,SINGH BROTHERS,Pulses,1.166,BAGS,5247,PENDING,1.166,58.3
MDM004020,2025-05-01,SCH0017,KUMAR GENERAL STORE,Pulses,,,3996,PAID,,
MDM000692,2025-10-22,SCH0044,GOYAL ENTERPRISES,Pulses,1.088,BAGS,4896,DUE,1.088,54.400000000000006
MDM008497,2025-07-30,SCH0216,KUMAR SUPPLIES,Rice,49.7,KILOGRAM,1988,DUE,49.7 kg,49.7
MDM005988,2025-11-27,SCH0451,GOYAL ENTERPRISES,Mustard Oil,10100.0,GRAM,1212,PENDING,10100,10.1
MDM006365,2025-12-09,SCH0565,SHARMA TRADERS,Rice,21.3,KILOGRAM,852,PAID,21.3,21.3
MDM001910,2026-03-31,SCH0023,KUMAR GENERAL STORE,Pulses,1.126,BAGS,5067,Unknown,1.126,56.3
MDM000830,2025-09-03,SCH0032,KUMAR GENERAL STORE,Pulses,0.76,BAGS,3420,PAID,0.76,38.0
MDM003499,2025-12-18,SCH0520,SHARMA & SONS,Wheat,0.444,BAGS,666,Unknown,0.444,22.2
MDM009409,2025-06-15,SCH0277,KUMAR & CO.,Wheat,31.4,KILOGRAM,942,Unknown,31.4,31.4
MDM002082,2025-11-10,SCH0303,SINGH AGRO,Pulses,43.9,KILOGRAM,3951,PENDING,43.9,43.9
MDM011003,2025-09-30,SCH0193,SHARMA & SONS,Wheat,19.8,KILOGRAM,594,PENDING,19.8,19.8
MDM011665,2025-05-02,SCH0204,KUMAR & CO.,Pulses,49.3,KILOGRAM,4437,DUE,49.3,49.3
MDM000045,2025-10-21,SCH0513,GOYAL RICE MILL,Atta,50.7,KILOGRAM,1521,PENDING,50.7,50.7
MDM003940,2026-01-16,SCH0096,S. AGRO WORKS,Pulses,0.914,BAGS,4113,PAID,0.914,45.7
MDM011738,2025-09-15,SCH0496,S. AGRO WORKS,Mustard Oil,,,1920,PENDING,,
MDM010395,2025-11-16,SCH0115,SHARMA TRADERS PVT LTD,Pulses,35.7,KILOGRAM,3213,PENDING,35.7,35.7
MDM004320,2025-07-31,SCH0092,KUMAR SUPPLIES,Wheat,0.6920000000000001,BAGS,1038,PENDING,0.6920000000000001,34.6
MDM002966,2025-05-10,SCH0327,S. AGRO WORKS,Mustard Oil,0.912,BAGS,5472,PAID,0.912,45.6
MDM003970,2025-12-07,SCH0405,KUMAR & CO.,Pulses,,,4752,PENDING,,
MDM001188,2026-01-25,SCH0099,GOYAL ENTERPRISES,Mustard Oil,40200.0,GRAM,4824,PAID,40200,40.2
MDM011058,2026-02-10,SCH0217,SHARMA TRADERS,Pulses,25700.0,GRAM,2313,PENDING,25700,25.7
MDM008754,2025-10-05,SCH0286,SHARMA TRADERS,Pulses,,,3384,Unknown,,
MDM007105,2025-08-28,SCH0184,GOYAL MILL,Wheat,51.2,KILOGRAM,1536,DUE,51.2,51.2
MDM009467,2025-10-16,SCH0468,GOYAL RICE MILL,Pulses,0.87,BAGS,3915,PAID,0.87,43.5
MDM000285,2025-10-02,SCH0038,S. AGRO WORKS,Mustard Oil,24300.0,GRAM,2916,PENDING,24300,24.3
MDM010958,2025-07-01,SCH0141,GOYAL MILL,Rice,1.126,BAGS,2252,PAID,1.126,56.3
MDM006309,2025-04-16,SCH0433,GOYAL RICE MILL,Rice,53.6,KILOGRAM,2144,PAID,53.6 kg,53.6
MDM004160,2026-03-26,SCH0375,KUMAR & CO.,Wheat,30.4,KILOGRAM,912,PAID,30.4,30.4
MDM003093,2026-03-09,SCH0490,SHARMA TRADERS PVT LTD,Pulses,0.476,BAGS,2142,DUE,0.476,23.799999999999997
MDM010200,2026-02-02,SCH0271,GOYAL RICE MILL,Rice,30.9,KILOGRAM,1236,PENDING,30.9,30.9
MDM004557,2025-09-07,SCH0112,KUMAR GENERAL STORE,Wheat,44.9,KILOGRAM,1347,CLEARED,44.9,44.9
MDM005556,2025-09-10,SCH0588,GOYAL RICE MILL,Rice,,,980,PENDING,,
MDM007034,2026-01-15,SCH0113,GOYAL MILL,Pulses,56.9,KILOGRAM,5121,CLEARED,56.9,56.9
MDM004324,2026-01-29,SCH0274,GOYAL MILL,Mustard Oil,36.7,KILOGRAM,4404,PENDING,36.7,36.7
MDM003983,2025-08-18,SCH0269,SHARMA TRADERS,Rice,26.3,KILOGRAM,1052,CLEARED,26.3,26.3
MDM009080,2025-12-21,SCH0221,SHARMA & SONS,Pulses,0.634,BAGS,2853,PENDING,0.634,31.7
MDM006941,2025-08-29,SCH0438,GOYAL ENTERPRISES,Pulses,37.0,KILOGRAM,3330,PENDING,37,37.0
MDM003365,2025-10-24,SCH0135,KUMAR & CO.,Rice,19.8,KILOGRAM,792,Unknown,19.8 kg,19.8
MDM001405,2026-02-27,SCH0017,SHARMA & SONS,Mustard Oil,,,3072,PAID,,
MDM003196,2025-04-20,SCH0339,SINGH BROTHERS,Pulses,53.3,KILOGRAM,4797,PAID,53.3 kg,53.3
MDM009428,2025-10-08,SCH0230,SINGH AGRO,Pulses,0.7859999999999999,KILOGRAM,3537,PAID,0.7859999999999999,39.3
MDM010769,2025-05-31,SCH0017,SHARMA TRADERS,Pulses,46300.0,GRAM,4167,Unknown,46300,46.3
MDM000970,2026-03-27,SCH0508,SHARMA & SONS,Wheat,31500.0,GRAM,945,DUE,31500,31.5
MDM010779,2026-03-17,SCH0448,S. AGRO WORKS,Wheat,24.5,KILOGRAM,735,PAID,24.5,24.5
MDM006544,2025-10-26,SCH0030,KUMAR GENERAL STORE,Mustard Oil,29.6,KILOGRAM,3552,PENDING,29.6 kg,29.6
MDM003735,2025-04-27,SCH0158,SINGH BROTHERS,Rice,,,2220,PENDING,,
MDM000926,2025-07-29,SCH0412,KUMAR SUPPLIES,Pulses,23.9,KILOGRAM,2151,CLEARED,23.9,23.9
MDM011737,2025-10-01,SCH0141,S. AGRO WORKS,Pulses,48.2,KILOGRAM,4338,PAID,48.2,48.2
MDM008974,2025-08-13,SCH0268,GOYAL RICE MILL,Mustard Oil,31.5,KILOGRAM,3780,PENDING,31.5 kg,31.5
MDM004726,2026-01-01,SCH0021,KUMAR & CO.,Mustard Oil,,,6024,PENDING,,
MDM002844,2025-03-07,SCH0137,GOYAL ENTERPRISES,Pulses,56700.0,GRAM,5103,PAID,56700,56.7
MDM002852,2025-09-28,SCH0342,SINGH BROTHERS,Pulses,59900.0,GRAM,5391,PENDING,59900,59.9
MDM010459,2025-08-23,SCH0230,SHARMA TRADERS PVT LTD,Rice,56000.0,GRAM,2240,Unknown,56000,56.0
MDM011437,2025-06-25,SCH0414,KUMAR GENERAL STORE,Rice,17.6,KILOGRAM,704,PENDING,17.6 kg,17.6
MDM005957,2026-03-06,SCH0400,KUMAR GENERAL STORE,Mustard Oil,30.1,KILOGRAM,3612,PAID,30.1 kg,30.1
MDM000520,2025-07-26,SCH0218,S. AGRO WORKS,Rice,56.5,KILOGRAM,2260,DUE,56.5 kg,56.5
MDM011546,2026-02-24,SCH0500,KUMAR & CO.,Mustard Oil,1.084,BAGS,6504,CLEARED,1.084,54.2
MDM009869,2025-06-23,SCH0405,KUMAR SUPPLIES,Mustard Oil,47600.0,GRAM,5712,Unknown,47600,47.6
MDM004472,2026-01-21,SCH0450,KUMAR & CO.,Rice,,,1428,PAID,,
MDM007906,2025-08-06,SCH0493,SHARMA & SONS,Rice,56800.0,GRAM,2272,PAID,56800,56.8
MDM004349,2025-12-27,SCH0053,SINGH AGRO,Atta,26000.0,GRAM,780,PAID,26000,26.0
MDM011087,2025-05-27,SCH0183,GOYAL RICE MILL,Pulses,59.4,KILOGRAM,5346,DUE,59.4,59.4
MDM009927,2025-04-07,SCH0375,KUMAR GENERAL STORE,Pulses,58.7,KILOGRAM,5283,PAID,58.7 kg,58.7
MDM003627,2025-10-15,SCH0081,SHARMA & SONS,Wheat,0.45,BAGS,675,CLEARED,0.45,22.5
MDM001790,2025-05-27,SCH0599,S. AGRO WORKS,Mustard Oil,0.816,BAGS,4896,PENDING,0.816,40.8
MDM011210,2025-12-05,SCH0116,S. AGRO WORKS,Atta,,,480,DUE,,
MDM002060,2026-01-01,SCH0424,SINGH AGRO,Rice,11600.0,GRAM,,DUE,11600,11.6
MDM010931,2025-05-11,SCH0446,SHARMA & SONS,Atta,39700.0,GRAM,1191,PAID,39700,39.7
MDM007256,2026-03-28,SCH0059,GOYAL MILL,Pulses,,,2160,PENDING,,
MDM004014,2025-12-29,SCH0341,SHARMA & SONS,Mustard Oil,,,4536,PAID,,
MDM006007,2025-03-08,SCH0313,SHARMA TRADERS PVT LTD,Mustard Oil,36.5,KILOGRAM,4380,PENDING,36.5,36.5
MDM001903,2025-02-06,SCH0514,KUMAR & CO.,Rice,42.4,KILOGRAM,1696,PENDING,42.4,42.4
MDM010710,2025-07-22,SCH0527,S. AGRO WORKS,Wheat,54600.0,GRAM,1638,PAID,54600,54.6
MDM006216,2025-07-13,SCH0031,KUMAR SUPPLIES,Pulses,50.7,KILOGRAM,4563,PENDING,50.7,50.7
MDM004687,2025-09-30,SCH0291,GOYAL ENTERPRISES,Wheat,56.8,KILOGRAM,1704,PAID,56.8,56.8
MDM009296,2025-11-19,SCH0197,KUMAR SUPPLIES,Rice,25.0,KILOGRAM,1000,PENDING,25,25.0
MDM004923,2026-01-25,SCH0487,SHARMA TRADERS,Wheat,58.1,KILOGRAM,1743,PAID,58.1,58.1
MDM006786,2026-03-31,SCH0255,GOYAL ENTERPRISES,Wheat,10.5,KILOGRAM,315,DUE,10.5,10.5
MDM008022,2025-07-15,SCH0386,GOYAL MILL,Mustard Oil,,,2616,DUE,,
MDM008023,2026-02-06,SCH0544,GOYAL RICE MILL,Atta,13600.0,GRAM,408,Unknown,13600,13.6
MDM009308,2025-08-03,SCH0202,S. AGRO WORKS,Mustard Oil,1.116,BAGS,6696,PAID,1.116,55.800000000000004
MDM000076,2025-03-06,SCH0496,SINGH BROTHERS,Mustard Oil,,,6660,PAID,,
MDM002346,2025-10-09,SCH0150,GOYAL RICE MILL,Rice,34.7,KILOGRAM,1388,CLEARED,34.7 kg,34.7
MDM006448,2025-05-12,SCH0314,SINGH AGRO,Rice,20.7,KILOGRAM,828,DUE,20.7 kg,20.7
MDM008303,2025-07-05,SCH0255,GOYAL ENTERPRISES,Wheat,40000.0,GRAM,1200,PENDING,40000,40.0
MDM000431,2025-06-18,SCH0537,SINGH BROTHERS,Mustard Oil,32.0,KILOGRAM,3840,PAID,32,32.0
MDM004587,2025-06-24,SCH0508,GOYAL RICE MILL,Wheat,52.7,KILOGRAM,,PAID,52.7,52.7
MDM005484,2025-04-04,SCH0345,GOYAL MILL,Rice,14200.0,GRAM,568,PAID,14200,14.2
MDM007713,2026-03-30,SCH0169,GOYAL ENTERPRISES,Rice,40.4,KILOGRAM,1616,DUE,40.4,40.4
MDM006406,2025-05-21,SCH0364,KUMAR SUPPLIES,Rice,43.9,KILOGRAM,1756,CLEARED,43.9,43.9
MDM011892,2025-04-12,SCH0529,SINGH BROTHERS,Mustard Oil,14.5,KILOGRAM,1740,PENDING,14.5 kg,14.5
MDM007732,2026-03-30,SCH0146,SHARMA & SONS,Wheat,13.9,KILOGRAM,417,PENDING,13.9 kg,13.9
MDM007221,2025-08-15,SCH0548,S. AGRO WORKS,Rice,27800.0,GRAM,1112,PENDING,27800,27.8
MDM010078,2025-11-28,SCH0187,GOYAL MILL,Wheat,53.8,KILOGRAM,1614,PAID,53.8,53.8
MDM010384,2026-01-17,SCH0034,GOYAL RICE MILL,Mustard Oil,0.634,BAGS,3804,PAID,0.634,31.7
MDM001554,2026-06-01,SCH0491,SINGH AGRO,Pulses,54.4,KILOGRAM,,PAID,54.4,54.4
MDM005875,2025-04-29,SCH0180,GOYAL MILL,Rice,0.496,BAGS,992,PAID,0.496,24.8
MDM000241,2025-09-16,SCH0138,SINGH BROTHERS,Rice,38.8,KILOGRAM,1552,PENDING,38.8,38.8
MDM000784,2025-09-15,SCH0073,KUMAR SUPPLIES,Rice,35.7,KILOGRAM,1428,PAID,35.7,35.7
MDM010275,2025-11-15,SCH0532,GOYAL MILL,Rice,0.32,BAGS,640,PAID,0.32,16.0
MDM003067,2025-04-17,SCH0164,GOYAL ENTERPRISES,Wheat,12.7,KILOGRAM,381,PAID,12.7,12.7
MDM010692,2025-08-20,SCH0394,KUMAR SUPPLIES,Wheat,10400.0,GRAM,,PENDING,10400,10.4
MDM000978,2025-10-16,SCH0361,KUMAR SUPPLIES,Wheat,53.4,KILOGRAM,1602,PENDING,53.4,53.4
MDM004906,2025-09-10,SCH0036,SINGH BROTHERS,Rice,18.6,KILOGRAM,744,CLEARED,18.6 kg,18.6
MDM006265,2026-03-30,SCH0212,SINGH BROTHERS,Rice,,,768,PENDING,,
MDM006988,2025-09-08,SCH0273,SHARMA TRADERS,Mustard Oil,46.3,KILOGRAM,5556,PENDING,46.3,46.3
MDM009258,2026-03-23,SCH0028,SINGH AGRO,Pulses,47.6,KILOGRAM,4284,PAID,47.6,47.6
MDM005696,2025-12-30,SCH0456,SHARMA & SONS,Rice,28.0,KILOGRAM,1120,DUE,28,28.0
MDM002942,2025-09-29,SCH0436,SINGH AGRO,Rice,46.8,KILOGRAM,1872,PENDING,46.8,46.8
MDM011327,2025-11-21,SCH0421,SHARMA TRADERS PVT LTD,Wheat,50.1,KILOGRAM,1503,CLEARED,50.1 kg,50.1
MDM010202,2025-06-25,SCH0104,SHARMA TRADERS,Pulses,0.248,BAGS,1116,DUE,0.248,12.4
MDM007384,2026-12-03,SCH0510,SHARMA TRADERS,Mustard Oil,20.8,KILOGRAM,2496,Unknown,20.8 kg,20.8
MDM008281,2025-10-07,SCH0588,S. AGRO WORKS,Rice,59.3,KILOGRAM,2372,PENDING,59.3,59.3
MDM008258,2025-12-16,SCH0087,KUMAR SUPPLIES,Atta,23.9,KILOGRAM,717,CLEARED,23.9,23.9
MDM009963,2026-02-23,SCH0227,SINGH AGRO,Rice,0.202,BAGS,404,PENDING,0.202,10.100000000000001
MDM001621,2025-12-23,SCH0544,GOYAL MILL,Mustard Oil,32.9,KILOGRAM,3948,PENDING,32.9,32.9
MDM005643,2025-12-29,SCH0326,SHARMA & SONS,Pulses,13.2,KILOGRAM,1188,DUE,13.2,13.2
MDM005584,2025-07-05,SCH0331,SINGH AGRO,Mustard Oil,47.4,KILOGRAM,5688,PENDING,47.4,47.4
MDM002147,2025-08-15,SCH0100,GOYAL ENTERPRISES,Mustard Oil,18.8,KILOGRAM,2256,PENDING,18.8 kg,18.8
MDM001802,2025-11-02,SCH0264,SINGH BROTHERS,Mustard Oil,12.9,KILOGRAM,1548,PAID,12.9,12.9
MDM002096,2025-05-22,SCH0253,GOYAL MILL,Rice,43.6,KILOGRAM,,DUE,43.6 kg,43.6
MDM009091,2025-04-19,SCH0576,GOYAL ENTERPRISES,Rice,1.014,BAGS,2028,PAID,1.014,50.7
MDM008061,2025-10-07,SCH0132,SHARMA TRADERS PVT LTD,Wheat,55.7,KILOGRAM,1671,Unknown,55.7,55.7
MDM001358,2025-07-30,SCH0508,SHARMA & SONS,Wheat,55100.0,GRAM,1653,PENDING,55100,55.1
MDM010024,2026-03-09,SCH0267,S. AGRO WORKS,Mustard Oil,21.5,KILOGRAM,2580,DUE,21.5,21.5
MDM009121,2026-01-15,SCH0223,SHARMA TRADERS PVT LTD,Wheat,34700.0,GRAM,1041,PENDING,34700,34.7
MDM006783,2026-01-03,SCH0322,SHARMA TRADERS,Rice,57100.0,GRAM,2284,Unknown,57100,57.1
MDM010325,2025-05-09,SCH0166,SINGH BROTHERS,Atta,37.2,KILOGRAM,1116,PENDING,37.2 kg,37.2
MDM011947,2025-12-14,SCH0217,SHARMA & SONS,Rice,53700.0,GRAM,2148,PAID,53700,53.7
MDM009487,2026-02-14,SCH0531,SINGH BROTHERS,Rice,0.242,BAGS,484,DUE,0.242,12.1
MDM003566,2025-10-22,SCH0341,GOYAL MILL,Wheat,16600.0,GRAM,498,DUE,16600,16.6
MDM009718,2025-12-14,SCH0333,KUMAR SUPPLIES,Mustard Oil,0.642,BAGS,3852,DUE,0.642,32.1
MDM010841,2025-05-13,SCH0002,KUMAR & CO.,Wheat,29.5,KILOGRAM,885,DUE,29.5 kg,29.5
MDM008277,2025-12-29,SCH0468,SHARMA TRADERS,Wheat,,,681,CLEARED,,
MDM001610,2025-10-14,SCH0297,GOYAL RICE MILL,Atta,0.882,KILOGRAM,1323,DUE,0.882,44.1
MDM003097,2025-09-27,SCH0249,KUMAR & CO.,Rice,0.7659999999999999,BAGS,1532,PAID,0.7659999999999999,38.3
MDM004591,2026-03-21,SCH0446,KUMAR GENERAL STORE,Wheat,,,1467,DUE,,
MDM002416,2025-09-27,SCH0018,SHARMA & SONS,Wheat,49600.0,GRAM,1488,PAID,49600,49.6
MDM002018,2025-07-30,SCH0408,SINGH BROTHERS,Wheat,0.492,BAGS,738,PENDING,0.492,24.6
MDM002972,2026-03-08,SCH0154,SINGH BROTHERS,Rice,53.6,KILOGRAM,2144,PAID,53.6,53.6
MDM006425,2026-01-21,SCH0374,KUMAR GENERAL STORE,Rice,0.958,BAGS,1916,PAID,0.958,47.9
MDM004126,2025-09-04,SCH0563,S. AGRO WORKS,Pulses,52900.0,GRAM,4761,CLEARED,52900,52.9
MDM005847,2025-12-29,SCH0324,SHARMA & SONS,Mustard Oil,10.7,KILOGRAM,1284,CLEARED,10.7,10.7
MDM005376,2025-08-03,SCH0116,SINGH BROTHERS,Mustard Oil,20000.0,GRAM,2400,CLEARED,20000,20.0
MDM005901,2026-03-12,SCH0123,KUMAR & CO.,Wheat,48800.0,GRAM,,PENDING,48800,48.8
MDM011849,2026-01-25,SCH0112,GOYAL ENTERPRISES,Pulses,0.51,KILOGRAM,2295,CLEARED,0.51,25.5
MDM003247,2026-02-07,SCH0434,KUMAR & CO.,Pulses,,,1890,PAID,,
MDM000125,2026-01-25,SCH0051,SINGH BROTHERS,Mustard Oil,45.3,KILOGRAM,5436,PAID,45.3,45.3
MDM001107,2025-12-20,SCH0509,KUMAR GENERAL STORE,Wheat,15.6,KILOGRAM,468,PENDING,15.6,15.6
MDM011538,2025-11-03,SCH0113,KUMAR & CO.,Wheat,,,978,PAID,,
MDM008158,2025-09-17,SCH0206,SHARMA TRADERS PVT LTD,Rice,32.6,KILOGRAM,1304,CLEARED,32.6,32.6
MDM000841,2026-01-12,SCH0468,KUMAR & CO.,Rice,41700.0,GRAM,1668,DUE,41700,41.7
MDM006395,2025-06-18,SCH0532,KUMAR & CO.,Rice,53.5,KILOGRAM,2140,Unknown,53.5,53.5
MDM009724,2025-08-04,SCH0579,SHARMA TRADERS,Mustard Oil,24.9,KILOGRAM,2988,DUE,24.9 kg,24.9
MDM005650,2025-01-05,SCH0015,SINGH AGRO,Mustard Oil,12.7,KILOGRAM,1524,DUE,12.7 kg,12.7
MDM011307,2025-11-05,SCH0280,GOYAL MILL,Rice,32500.0,GRAM,1300,PAID,32500,32.5
MDM003342,2026-03-14,SCH0458,SINGH AGRO,Rice,57500.0,GRAM,2300,CLEARED,57500,57.5
MDM000599,2025-08-11,SCH0185,SHARMA & SONS,Rice,0.374,KILOGRAM,748,Unknown,0.374,18.7
