record_id,date,school_id,grade,total_students,present_students,teacher_present,marked_by,attendance_anomaly,attendance_rate,proxy_attendance_anomaly
ATT0007230,2025-05-18,SCH0420,2,156,162,1,CLERK,True,103.84615384615385,False
ATT0001702,2025-11-20,SCH0007,6,262,277,1,HEADMASTER,True,105.72519083969465,False
ATT0005880,2025-10-11,SCH0279,7,220,197,1,,False,89.54545454545455,False
ATT0017389,2025-04-02,SCH0189,1,260,223,1,ADMIN,False,85.76923076923076,False
ATT0019896,2025-05-10,SCH0594,1,94,94,1,CLERK,False,100.0,False
ATT0019724,2026-03-15,SCH0205,6,42,42,1,HEADMASTER,False,100.0,True
ATT0000979,2026-03-07,SCH0394,6,176,108,1,ADMIN,False,61.36363636363637,False
ATT0014612,2025-08-13,SCH0050,3,241,249,1,ADMIN,True,103.31950207468881,False
ATT0015487,2025-04-26,SCH0123,5,269,237,0,CLASS TEACHER,False,88.10408921933085,False
ATT0017856,2025-05-15,SCH0565,4,162,129,1,ADMIN,False,79.62962962962963,False
ATT0007731,2026-01-26,SCH0290,3,224,211,1,HEADMASTER,False,94.19642857142857,False
ATT0007571,2025-04-26,SCH0059,1,168,106,0,,False,63.095238095238095,False
ATT0006195,2026-02-15,SCH0121,6,289,289,1,CLASS TEACHER,False,100.0,True
ATT0014276,2025-11-10,SCH0423,2,216,164,1,,False,75.92592592592592,False
ATT0014350,2025-04-04,SCH0234,9,300,293,1,HEADMASTER,False,97.66666666666667,False
ATT0004961,2025-10-26,SCH0082,4,234,234,,HM,False,100.0,True
ATT0019321,2026-01-04,SCH0377,4,111,111,1,HEADMASTER,False,100.0,True
ATT0011966,2025-04-20,SCH0552,1,130,130,1,CLASS TEACHER,False,100.0,True
ATT0004365,2026-09-03,SCH0420,3,95,75,1,CLASS TEACHER,False,78.94736842105263,False
ATT0013103,2025-06-10,SCH0494,4,85,78,1,HEADMASTER,False,91.76470588235294,False
ATT0018759,2025-06-03,SCH0585,1,213,148,1,HEADMASTER,False,69.48356807511738,False
ATT0010053,2025-04-16,SCH0220,5,237,193,1,HEADMASTER,False,81.43459915611815,False
ATT0018213,2026-03-23,SCH0364,7,177,147,1,CLASS TEACHER,False,83.05084745762711,False
ATT0007700,2025-06-12,SCH0479,7,207,189,1,CLERK,False,91.30434782608695,False
ATT0011419,2025-10-17,SCH0189,4,291,243,1,CLERK,False,83.50515463917526,False
ATT0014137,2025-09-16,SCH0534,5,60,57,1,ADMIN,False,95.0,False
ATT0011143,2025-09-07,SCH0359,3,233,233,1,,False,100.0,True
ATT0019387,2025-04-18,SCH0453,3,296,239,1,CLERK,False,80.74324324324324,False
ATT0014363,2025-08-05,SCH0527,5,222,202,0,CLASS TEACHER,False,90.990990990991,False
ATT0002417,2026-03-23,SCH0058,6,252,196,1,ADMIN,False,77.77777777777779,False
ATT0014330,2025-09-01,SCH0389,8,60,52,,CLASS TEACHER,False,86.66666666666667,False
ATT0001615,2025-05-05,SCH0333,4,117,71,0,HM,False,60.68376068376068,False
ATT0002367,2025-06-24,SCH0584,9,94,73,1,,False,77.6595744680851,False
ATT0010260,2025-09-06,SCH0190,10,172,109,1,CLASS TEACHER,False,63.372093023255815,False
ATT0012142,2025-03-09,SCH0325,8,165,115,,CLERK,False,69.6969696969697,False
ATT0004787,2025-07-15,SCH0486,4,72,48,1,HEADMASTER,False,66.66666666666666,False
ATT0003997,2025-10-17,SCH0142,10,82,53,1,CLASS TEACHER,False,64.63414634146342,False
ATT0007075,2026-02-16,SCH0464,10,265,190,1,HEADMASTER,False,71.69811320754717,False
ATT0007541,2026-02-20,SCH0091,2,230,220,1,ADMIN,False,95.65217391304348,False
ATT0003680,2025-10-10,SCH0396,4,157,122,1,HM,False,77.70700636942675,False
ATT0018177,2026-03-21,SCH0526,4,72,55,1,CLASS TEACHER,False,76.38888888888889,False
ATT0015881,2025-01-05,SCH0583,6,127,105,1,CLERK,False,82.67716535433071,False
ATT0019363,2025-09-28,SCH0514,3,98,95,1,ADMIN,False,96.93877551020408,False
ATT0009743,2025-09-23,SCH0060,7,84,64,1,HM,False,76.19047619047619,False
ATT0016399,2025-12-29,SCH0414,6,235,174,1,HM,False,74.04255319148936,False
ATT0014081,2025-10-28,SCH0574,5,129,81,1,HM,False,62.7906976744186,False
ATT0015852,2025-06-06,SCH0565,2,241,182,1,HEADMASTER,False,75.51867219917013,False
ATT0008409,2025-12-14,SCH0502,3,141,113,1,HEADMASTER,False,80.1418439716312,False
ATT0017959,2025-05-03,SCH0093,7,300,197,,HM,False,65.66666666666666,False
ATT0004971,2025-12-04,SCH0522,8,94,62,1,CLERK,False,65.95744680851064,False
ATT0005532,2026-03-04,SCH0005,3,198,164,1,HEADMASTER,False,82.82828282828282,False
ATT0006102,2026-03-23,SCH0205,4,236,172,1,ADMIN,False,72.88135593220339,False
ATT0006396,2026-02-26,SCH0402,3,132,102,1,,False,77.27272727272727,False
ATT0005609,2025-05-10,SCH0039,8,297,297,1,HEADMASTER,False,100.0,False
ATT0016117,2025-08-02,SCH0402,8,197,131,1,CLASS TEACHER,False,66.49746192893402,False
ATT0008094,2025-10-15,SCH0593,8,116,89,,HEADMASTER,False,76.72413793103449,False
ATT0017804,2025-07-26,SCH0339,5,41,29,1,,False,70.73170731707317,False
ATT0004879,2025-05-15,SCH0229,1,61,56,1,HEADMASTER,False,91.80327868852459,False
ATT0003805,2025-09-27,SCH0341,7,180,161,1,CLASS TEACHER,False,89.44444444444444,False
ATT0008772,2025-05-22,SCH0164,5,249,158,1,HEADMASTER,False,63.45381526104418,False
ATT0016720,2025-07-18,SCH0127,8,272,240,1,CLERK,False,88.23529411764706,False
ATT0006487,2026-02-18,SCH0303,5,134,117,1,CLASS TEACHER,False,87.31343283582089,False
ATT0018273,2025-08-16,SCH0212,4,145,89,1,CLERK,False,61.37931034482759,False
ATT0013379,2025-07-20,SCH0478,5,175,191,1,,True,109.14285714285714,False
ATT0007664,2025-10-24,SCH0268,3,58,38,1,CLASS TEACHER,False,65.51724137931035,False
ATT0015274,2026-01-23,SCH0511,3,204,140,1,,False,68.62745098039215,False
ATT0008978,2026-03-31,SCH0061,8,276,191,0,ADMIN,False,69.20289855072464,False
ATT0010424,2026-03-22,SCH0329,10,117,117,1,,False,100.0,True
ATT0007547,2025-12-17,SCH0002,4,271,175,1,CLASS TEACHER,False,64.57564575645756,False
ATT0011767,2025-07-19,SCH0517,4,162,130,1,ADMIN,False,80.24691358024691,False
ATT0018318,2025-10-12,SCH0383,1,154,154,1,CLERK,False,100.0,True
ATT0014787,2025-12-17,SCH0106,7,211,127,1,HM,False,60.18957345971564,False
ATT0018227,2025-07-16,SCH0152,8,113,69,0,,False,61.06194690265486,False
ATT0008837,2025-05-16,SCH0319,1,80,66,1,,False,82.5,False
,2025-05-05,SCH0108,3,279,256,1,CLERK,False,91.75627240143369,False
ATT0009499,2025-05-15,SCH0466,2,115,85,1,HM,False,73.91304347826086,False
ATT0002341,2025-04-02,SCH0511,1,74,62,1,CLERK,False,83.78378378378379,False
ATT0002914,2025-11-12,SCH0201,5,136,89,1,CLERK,False,65.44117647058823,False
ATT0007005,2025-05-07,SCH0446,3,225,176,1,HEADMASTER,False,78.22222222222223,False
ATT0014450,2025-10-26,SCH0303,7,107,107,1,HM,False,100.0,True
ATT0011753,2025-08-06,SCH0377,6,142,116,1,,False,81.69014084507043,False
ATT0007208,2026-04-01,SCH0470,6,189,180,1,,False,95.23809523809523,False
ATT0015251,2025-06-15,SCH0170,5,194,170,1,HEADMASTER,False,87.62886597938144,False
ATT0009516,2026-02-24,SCH0462,6,113,81,1,,False,71.68141592920354,False
ATT0002478,2025-11-19,SCH0359,9,76,56,1,HM,False,73.68421052631578,False
ATT0008675,2026-03-25,SCH0444,6,141,100,1,HM,False,70.92198581560284,False
ATT0010222,2025-08-22,SCH0374,3,264,162,1,CLASS TEACHER,False,61.36363636363637,False
ATT0017535,2026-02-01,SCH0139,7,203,148,1,HEADMASTER,False,72.9064039408867,False
ATT0017893,2026-01-31,SCH0116,1,124,81,1,CLERK,False,65.32258064516128,False
ATT0004559,2025-10-01,SCH0339,6,183,175,1,CLERK,False,95.62841530054644,False
ATT0015908,2025-11-12,SCH0238,10,235,240,,HEADMASTER,True,102.12765957446808,False
ATT0007905,2025-10-17,SCH0104,4,147,134,1,HM,False,91.15646258503402,False
ATT0016326,2025-04-06,SCH0518,8,231,164,1,,False,70.995670995671,False
,2025-11-04,SCH0406,8,288,268,1,CLERK,False,93.05555555555556,False
ATT0009893,2025-08-14,SCH0544,1,144,133,1,CLERK,False,92.36111111111111,False
ATT0009576,2025-06-21,SCH0323,8,210,132,1,,False,62.857142857142854,False
ATT0007040,2026-03-15,SCH0268,1,257,173,1,CLASS TEACHER,False,67.31517509727627,False
ATT0019719,2025-01-12,SCH0542,1,161,135,0,ADMIN,False,83.85093167701864,False
ATT0006022,2026-03-07,SCH0376,8,93,76,1,CLASS TEACHER,False,81.72043010752688,False
ATT0001127,2025-06-07,SCH0146,6,211,211,1,ADMIN,False,100.0,False
ATT0016275,2026-02-25,SCH0567,7,80,68,1,,False,85.0,False
ATT0007309,2025-10-25,SCH0244,5,202,175,1,ADMIN,False,86.63366336633663,False
ATT0006635,2025-08-20,SCH0269,5,261,181,1,HM,False,69.34865900383141,False
ATT0010797,2025-04-12,SCH0392,6,276,237,1,HM,False,85.86956521739131,False
,2025-05-24,SCH0290,8,110,90,1,,False,81.81818181818183,False
ATT0019314,2025-07-07,SCH0167,2,44,27,1,,False,61.36363636363637,False
ATT0001670,2026-03-02,SCH0274,4,259,217,0,CLASS TEACHER,False,83.78378378378379,False
ATT0019763,2026-02-16,SCH0159,7,97,97,1,HM,False,100.0,False
ATT0009071,2025-12-02,SCH0177,3,275,170,1,CLERK,False,61.81818181818181,False
ATT0008177,2025-10-28,SCH0035,3,288,221,1,ADMIN,False,76.73611111111111,False
ATT0012557,2025-07-10,SCH0302,9,152,95,1,HM,False,62.5,False
ATT0018032,2025-03-10,SCH0308,7,99,107,0,CLERK,True,108.08080808080808,False
ATT0012585,2025-05-19,SCH0576,1,209,131,0,CLERK,False,62.67942583732058,False
ATT0003899,2025-09-05,SCH0311,1,279,248,,,False,88.88888888888889,False
ATT0006745,2025-12-14,SCH0255,5,294,294,1,ADMIN,False,100.0,True
ATT0007920,2025-07-25,SCH0120,5,285,263,1,ADMIN,False,92.28070175438596,False
ATT0006157,2026-03-05,SCH0508,6,106,64,0,HM,False,60.37735849056604,False
ATT0003313,2026-01-30,SCH0415,10,119,101,1,,False,84.87394957983193,False
ATT0000480,2025-12-28,SCH0001,2,193,179,1,CLERK,False,92.74611398963731,False
ATT0001597,2025-10-07,SCH0336,1,81,69,0,ADMIN,False,85.18518518518519,False
ATT0009686,2025-09-12,SCH0444,9,247,160,1,CLERK,False,64.77732793522267,False
ATT0008474,2025-10-09,SCH0591,2,254,248,1,HM,False,97.63779527559055,False
ATT0016356,2026-01-09,SCH0567,2,211,176,1,HM,False,83.41232227488152,False
ATT0008840,2025-12-04,SCH0122,3,62,57,1,ADMIN,False,91.93548387096774,False
ATT0019535,2026-01-24,SCH0228,8,197,119,1,CLASS TEACHER,False,60.40609137055838,False
ATT0014446,2025-11-27,SCH0075,4,40,38,1,HM,False,95.0,False
ATT0005716,2026-03-16,SCH0081,10,47,29,1,HM,False,61.702127659574465,False
ATT0001787,2025-08-06,SCH0422,1,247,187,1,ADMIN,False,75.7085020242915,False
ATT0011703,2026-02-16,SCH0206,5,298,231,0,HEADMASTER,False,77.51677852348993,False
ATT0012693,2025-11-20,SCH0408,8,218,155,1,,False,71.10091743119266,False
ATT0015263,2025-05-07,SCH0454,8,243,235,1,HM,False,96.70781893004116,False
ATT0014887,2026-02-13,SCH0397,5,254,192,1,CLASS TEACHER,False,75.59055118110236,False
ATT0008041,2025-12-09,SCH0536,1,275,172,1,HM,False,62.54545454545455,False
ATT0011843,2025-09-16,SCH0107,5,273,249,1,,False,91.20879120879121,False
ATT0000884,2025-10-26,SCH0353,3,150,150,1,HM,False,100.0,True
ATT0000544,2025-09-03,SCH0584,3,201,155,1,CLERK,False,77.11442786069652,False
ATT0010928,2025-08-12,SCH0568,1,237,226,1,HM,False,95.35864978902954,False
ATT0008799,2025-04-29,SCH0438,1,179,155,1,,False,86.59217877094973,False
ATT0014315,2025-07-11,SCH0363,8,49,42,0,HM,False,85.71428571428571,False
ATT0014965,2025-12-26,SCH0524,1,230,221,1,CLERK,False,96.08695652173913,False
ATT0004920,2025-08-16,SCH0332,8,106,81,1,CLERK,False,76.41509433962264,False
ATT0019550,2026-03-09,SCH0475,8,172,121,1,,False,70.34883720930233,False
ATT0017223,2025-05-07,SCH0467,10,277,222,1,,False,80.14440433212997,False
ATT0019914,2026-12-03,SCH0156,6,89,80,1,,False,89.8876404494382,False
ATT0001978,2025-09-08,SCH0023,7,252,224,1,,False,88.88888888888889,False
ATT0013253,2026-03-19,SCH0600,1,229,212,1,,False,92.57641921397381,False
ATT0004458,2025-05-14,SCH0319,10,95,69,1,ADMIN,False,72.63157894736842,False
ATT0010055,2025-11-20,SCH0289,4,50,45,1,HM,False,90.0,False
ATT0002161,2025-08-30,SCH0240,8,222,159,1,HM,False,71.62162162162163,False
ATT0007821,2025-08-19,SCH0354,9,80,70,1,HEADMASTER,False,87.5,False
ATT0000991,2025-08-14,SCH0388,8,256,213,1,CLERK,False,83.203125,False
ATT0016181,2025-12-24,SCH0431,3,277,288,1,CLASS TEACHER,True,103.97111913357399,False
ATT0019330,2025-10-12,SCH0276,2,51,47,1,ADMIN,False,92.15686274509804,False
ATT0005435,2026-02-18,SCH0021,8,281,221,1,ADMIN,False,78.64768683274022,False
ATT0018698,2025-08-21,SCH0328,2,287,202,1,HEADMASTER,False,70.38327526132404,False
ATT0016604,2025-11-16,SCH0047,4,76,76,1,CLASS TEACHER,False,100.0,True
ATT0017865,2025-12-07,SCH0262,5,106,84,,CLASS TEACHER,False,79.24528301886792,False
ATT0000511,2025-06-30,SCH0074,1,82,62,1,HM,False,75.60975609756098,False
ATT0014540,2025-11-20,SCH0582,1,159,99,1,,False,62.264150943396224,False
ATT0008349,2026-01-27,SCH0301,5,264,184,1,ADMIN,False,69.6969696969697,False
ATT0008195,2025-12-21,SCH0202,4,113,72,1,HM,False,63.716814159292035,False
ATT0000840,2025-08-12,SCH0408,3,50,33,1,HEADMASTER,False,66.0,False
ATT0016492,2026-01-14,SCH0070,1,168,130,1,CLERK,False,77.38095238095238,False
ATT0017903,2025-10-27,SCH0273,7,191,167,0,ADMIN,False,87.43455497382199,False
ATT0013575,2026-02-14,SCH0216,4,119,85,1,HM,False,71.42857142857143,False
ATT0004840,2026-03-28,SCH0201,1,137,104,1,,False,75.91240875912408,False
ATT0004890,2025-04-09,SCH0596,1,289,299,1,,True,103.46020761245676,False
ATT0018500,2025-10-07,SCH0079,2,199,162,1,HEADMASTER,False,81.4070351758794,False
ATT0000763,2025-12-13,SCH0499,8,69,51,1,CLASS TEACHER,False,73.91304347826086,False
ATT0011995,2025-10-16,SCH0061,8,261,197,1,CLERK,False,75.47892720306514,False
ATT0017499,2025-08-29,SCH0210,5,189,133,1,CLERK,False,70.37037037037037,False
ATT0004841,2026-03-26,SCH0397,7,66,58,1,ADMIN,False,87.87878787878788,False
ATT0009086,2025-05-26,SCH0160,1,63,56,1,ADMIN,False,88.88888888888889,False
ATT0007077,2026-01-16,SCH0078,3,179,135,1,HM,False,75.41899441340783,False
ATT0001143,2026-01-19,SCH0285,5,75,52,1,HM,False,69.33333333333334,False
ATT0006190,2026-01-23,SCH0583,7,270,175,1,HM,False,64.81481481481481,False
ATT0010935,2025-07-08,SCH0245,5,215,180,1,CLASS TEACHER,False,83.72093023255815,False
ATT0015739,2025-10-28,SCH0308,9,149,96,1,ADMIN,False,64.42953020134227,False
ATT0005462,2025-08-29,SCH0121,5,290,275,1,,False,94.82758620689656,False
ATT0013612,2026-01-17,SCH0555,6,273,273,1,CLASS TEACHER,False,100.0,False
ATT0005157,2025-08-01,SCH0598,7,59,57,1,CLERK,False,96.61016949152543,False
ATT0001802,2025-12-10,SCH0330,5,125,125,1,CLASS TEACHER,False,100.0,False
ATT0004757,2025-10-11,SCH0001,4,236,201,1,HEADMASTER,False,85.16949152542372,False
ATT0018405,2025-06-11,SCH0565,2,265,207,1,HEADMASTER,False,78.11320754716982,False
ATT0010622,2025-11-03,SCH0105,3,128,118,1,CLERK,False,92.1875,False
ATT0011417,2025-04-24,SCH0028,1,179,159,1,ADMIN,False,88.8268156424581,False
ATT0000531,2025-05-22,SCH0295,3,46,30,1,HEADMASTER,False,65.21739130434783,False
ATT0001920,2025-11-03,SCH0221,4,298,183,1,HEADMASTER,False,61.40939597315436,False
ATT0000125,2025-10-16,SCH0329,6,241,229,0,,False,95.0207468879668,False
ATT0018791,2025-09-04,SCH0559,4,89,77,1,,False,86.51685393258427,False
ATT0015342,2025-06-14,SCH0132,7,280,255,1,HEADMASTER,False,91.07142857142857,False
ATT0011360,2025-08-31,SCH0450,1,132,111,1,CLASS TEACHER,False,84.0909090909091,False
ATT0001950,2025-11-19,SCH0544,9,53,36,0,ADMIN,False,67.9245283018868,False
ATT0019824,2026-08-02,SCH0523,9,235,235,1,CLERK,False,100.0,True
ATT0017446,2026-01-18,SCH0475,2,72,72,1,CLERK,False,100.0,True
ATT0011885,2025-08-08,SCH0295,6,225,171,0,HEADMASTER,False,76.0,False
ATT0019924,2025-07-23,SCH0169,7,231,157,0,HM,False,67.96536796536796,False
ATT0018343,2025-12-10,SCH0119,1,150,131,1,CLASS TEACHER,False,87.33333333333333,False
ATT0010969,2025-12-16,SCH0213,2,249,165,1,HM,False,66.26506024096386,False
ATT0019094,2025-04-25,SCH0396,7,188,141,1,HM,False,75.0,False
ATT0006342,2026-02-06,SCH0322,10,250,216,1,CLASS TEACHER,False,86.4,False
ATT0010775,2025-11-04,SCH0462,4,118,94,0,,False,79.66101694915254,False
ATT0013339,2025-08-13,SCH0170,4,251,162,1,CLERK,False,64.5418326693227,False
ATT0017678,2025-04-14,SCH0254,6,210,157,1,ADMIN,False,74.76190476190476,False
ATT0007895,2026-01-16,SCH0252,6,162,112,1,HM,False,69.1358024691358,False
ATT0001904,2025-12-03,SCH0042,2,82,56,1,CLASS TEACHER,False,68.29268292682927,False
ATT0012919,2025-04-29,SCH0137,8,195,190,1,,False,97.43589743589743,False
ATT0006680,2025-10-26,SCH0430,9,45,45,1,HEADMASTER,False,100.0,True
ATT0012935,2025-07-08,SCH0357,5,212,159,1,CLASS TEACHER,False,75.0,False
ATT0013323,2025-06-11,SCH0530,8,98,80,1,ADMIN,False,81.63265306122449,False
ATT0001184,2026-02-06,SCH0297,4,90,77,1,HEADMASTER,False,85.55555555555556,False
ATT0003061,2025-10-22,SCH0551,5,158,96,1,,False,60.75949367088608,False
ATT0003860,2025-06-24,SCH0307,8,227,158,1,CLASS TEACHER,False,69.60352422907489,False
ATT0016338,2025-04-19,SCH0128,9,200,181,1,CLASS TEACHER,False,90.5,False
ATT0009913,2025-04-22,SCH0554,2,85,80,1,CLERK,False,94.11764705882352,False
ATT0000289,2025-12-07,SCH0229,4,103,122,1,,True,118.44660194174756,False
ATT0000583,2025-06-17,SCH0366,5,77,51,1,HEADMASTER,False,66.23376623376623,False
ATT0004688,2025-05-31,SCH0316,9,84,53,1,CLASS TEACHER,False,63.095238095238095,False
ATT0003271,2025-12-08,SCH0243,8,124,77,1,HM,False,62.096774193548384,False
ATT0007036,2026-03-29,SCH0380,10,185,185,1,CLERK,False,100.0,True
ATT0009718,2025-09-30,SCH0440,9,282,269,1,,False,95.39007092198581,False
ATT0003880,2025-09-16,SCH0121,8,185,112,1,,False,60.54054054054055,False
ATT0015731,2026-12-03,SCH0163,2,161,127,0,HM,False,78.88198757763976,False
ATT0002181,2025-08-31,SCH0186,7,223,223,1,HEADMASTER,False,100.0,True
ATT0007624,2025-05-21,SCH0261,4,54,71,0,ADMIN,True,131.4814814814815,False
ATT0010394,2026-01-07,SCH0400,4,118,73,1,CLERK,False,61.86440677966102,False
ATT0012531,2025-05-10,SCH0087,6,47,47,1,CLASS TEACHER,False,100.0,False
ATT0012879,2025-06-20,SCH0577,3,167,132,1,,False,79.04191616766467,False
ATT0012550,2025-09-05,SCH0314,8,55,42,1,HEADMASTER,False,76.36363636363637,False
ATT0012402,2025-10-24,SCH0189,3,118,111,1,HM,False,94.0677966101695,False
ATT0010377,2025-04-06,SCH0305,3,88,86,1,ADMIN,False,97.72727272727273,False
ATT0009709,2026-01-23,SCH0187,3,182,145,1,ADMIN,False,79.67032967032966,False
ATT0015790,2025-09-23,SCH0233,7,292,206,1,HEADMASTER,False,70.54794520547945,False
ATT0006202,2025-08-19,SCH0173,9,51,33,1,CLASS TEACHER,False,64.70588235294117,False
ATT0011648,2025-04-21,SCH0538,2,96,63,1,CLERK,False,65.625,False
ATT0012880,2025-06-06,SCH0363,9,150,98,1,HEADMASTER,False,65.33333333333333,False
ATT0007636,2025-03-11,SCH0463,4,183,148,1,CLERK,False,80.87431693989072,False
ATT0012137,2026-01-11,SCH0216,6,253,236,1,,False,93.2806324110672,False
ATT0018827,2025-07-02,SCH0144,4,145,134,1,HEADMASTER,False,92.41379310344827,False
ATT0012026,2025-04-21,SCH0270,5,201,178,1,CLASS TEACHER,False,88.55721393034825,False
ATT0016923,2025-08-25,SCH0264,10,186,195,1,HM,True,104.83870967741935,False
ATT0000186,2025-09-22,SCH0348,3,132,100,0,CLERK,False,75.75757575757575,False
ATT0009056,2025-10-01,SCH0062,8,242,202,1,HM,False,83.47107438016529,False
ATT0010837,2025-11-07,SCH0159,6,124,82,1,HEADMASTER,False,66.12903225806451,False
ATT0019211,2026-03-17,SCH0447,4,40,57,1,HM,True,142.5,False
ATT0004063,2025-05-10,SCH0015,1,278,179,1,ADMIN,False,64.38848920863309,False
ATT0015839,2025-10-25,SCH0397,6,187,156,1,CLERK,False,83.42245989304813,False
ATT0001416,2025-04-24,SCH0245,8,210,192,,HEADMASTER,False,91.42857142857143,False
ATT0019830,2025-04-11,SCH0020,8,83,67,1,HM,False,80.72289156626506,False
ATT0019424,2025-10-10,SCH0068,10,244,172,1,HEADMASTER,False,70.49180327868852,False
ATT0018785,2025-10-06,SCH0261,3,50,34,0,HEADMASTER,False,68.0,False
ATT0010736,2025-09-30,SCH0216,2,58,49,,ADMIN,False,84.48275862068965,False
ATT0009768,2025-09-02,SCH0386,3,225,208,0,HEADMASTER,False,92.44444444444444,False
ATT0009667,2025-04-20,SCH0090,1,204,151,1,HM,False,74.01960784313727,False
ATT0014670,2026-02-21,SCH0292,3,65,42,1,CLERK,False,64.61538461538461,False
ATT0015122,2026-02-18,SCH0581,7,232,173,1,HEADMASTER,False,74.56896551724138,False
ATT0008777,2025-05-20,SCH0285,8,202,177,1,,False,87.62376237623762,False
ATT0009050,2025-07-12,SCH0101,4,265,256,1,ADMIN,False,96.60377358490567,False
ATT0012737,2026-01-10,SCH0493,4,245,216,1,ADMIN,False,88.16326530612245,False
ATT0017191,2025-11-13,SCH0339,1,289,200,1,CLERK,False,69.20415224913495,False
ATT0019358,2025-07-26,SCH0216,2,294,259,1,CLERK,False,88.09523809523809,False
ATT0010187,2025-06-05,SCH0257,1,182,148,1,HEADMASTER,False,81.31868131868131,False
ATT0006631,2025-09-30,SCH0412,4,192,145,1,,False,75.52083333333334,False
ATT0007381,2025-07-27,SCH0087,2,63,45,1,CLERK,False,71.42857142857143,False
ATT0010980,2025-09-06,SCH0186,3,136,117,1,ADMIN,False,86.02941176470588,False
ATT0017355,2025-04-21,SCH0435,1,44,38,1,HEADMASTER,False,86.36363636363636,False
ATT0002953,2026-01-22,SCH0197,1,188,208,1,ADMIN,True,110.63829787234043,False
ATT0013175,2025-12-22,SCH0344,1,66,45,1,ADMIN,False,68.18181818181817,False
ATT0012268,2025-08-13,SCH0001,7,200,181,1,HEADMASTER,False,90.5,False
ATT0006806,2025-09-23,SCH0309,2,237,158,1,CLASS TEACHER,False,66.66666666666666,False
ATT0009646,2025-04-06,SCH0567,4,170,116,1,CLERK,False,68.23529411764706,False
ATT0002206,2026-01-24,SCH0003,7,108,104,0,CLASS TEACHER,False,96.29629629629629,False
ATT0017800,2025-06-18,SCH0067,1,62,37,,HEADMASTER,False,59.67741935483871,False
ATT0012644,2026-06-03,SCH0084,8,276,244,1,HM,False,88.40579710144928,False
ATT0002457,2025-09-03,SCH0140,3,62,44,1,HM,False,70.96774193548387,False
,2025-04-09,SCH0548,1,221,187,1,ADMIN,False,84.61538461538461,False
ATT0006097,2025-12-10,SCH0209,1,237,182,0,HM,False,76.79324894514767,False
ATT0017323,2025-07-11,SCH0051,7,253,210,1,HEADMASTER,False,83.00395256916995,False
ATT0017888,2025-09-20,SCH0348,5,233,148,1,ADMIN,False,63.519313304721024,False
ATT0007476,2025-09-29,SCH0031,3,96,62,1,CLERK,False,64.58333333333334,False
ATT0002553,2025-06-01,SCH0215,7,71,45,1,ADMIN,False,63.38028169014085,False
ATT0006976,2025-04-19,SCH0163,5,142,142,1,CLERK,False,100.0,False
ATT0008652,2026-03-12,SCH0218,2,125,122,1,HEADMASTER,False,97.6,False
ATT0001666,2026-01-19,SCH0284,3,226,156,0,,False,69.02654867256636,False
ATT0016081,2025-05-13,SCH0203,3,74,61,1,CLERK,False,82.43243243243244,False
ATT0003838,2026-03-03,SCH0502,7,169,108,1,HM,False,63.905325443786985,False
ATT0018583,2026-03-22,SCH0203,2,212,212,1,,False,100.0,True
,2025-06-08,SCH0002,5,222,186,1,,False,83.78378378378379,False
ATT0000803,2025-08-17,SCH0034,3,98,71,1,HEADMASTER,False,72.44897959183673,False
ATT0008917,2025-05-22,SCH0147,4,69,61,0,HM,False,88.40579710144928,False
ATT0013091,2026-09-01,SCH0244,3,290,303,1,ADMIN,True,104.48275862068965,False
ATT0012863,2025-09-14,SCH0498,5,254,173,1,,False,68.11023622047244,False
ATT0007964,2026-01-03,SCH0191,1,65,41,1,ADMIN,False,63.07692307692307,False
ATT0018443,2025-04-25,SCH0286,2,194,209,1,CLERK,True,107.73195876288659,False
ATT0001812,2025-07-14,SCH0558,9,193,156,1,ADMIN,False,80.82901554404145,False
ATT0014086,2025-12-30,SCH0019,7,40,38,1,CLASS TEACHER,False,95.0,False
ATT0003528,2025-03-10,SCH0365,4,278,200,1,HEADMASTER,False,71.94244604316546,False
ATT0004296,2025-08-08,SCH0394,8,188,154,1,CLERK,False,81.91489361702128,False
ATT0000603,2025-07-03,SCH0480,10,139,90,1,HM,False,64.74820143884892,False
ATT0013213,2025-08-25,SCH0110,5,82,60,0,HEADMASTER,False,73.17073170731707,False
ATT0010804,2026-02-17,SCH0381,5,143,119,1,HEADMASTER,False,83.21678321678321,False
ATT0005041,2025-09-04,SCH0200,4,145,105,1,ADMIN,False,72.41379310344827,False
ATT0015847,2025-08-06,SCH0218,4,271,224,0,HM,False,82.65682656826569,False
ATT0003276,2025-06-29,SCH0249,2,277,166,1,HM,False,59.92779783393502,False
ATT0001761,2025-04-15,SCH0507,8,283,283,1,ADMIN,False,100.0,False
ATT0019774,2025-11-02,SCH0480,5,261,253,1,HEADMASTER,False,96.93486590038314,False
ATT0018478,2026-03-13,SCH0283,1,141,134,1,,False,95.0354609929078,False
ATT0010605,2025-10-09,SCH0532,7,263,166,1,CLERK,False,63.11787072243346,False
ATT0011789,2025-10-25,SCH0142,7,40,25,1,HM,False,62.5,False
ATT0017192,2025-06-18,SCH0100,2,84,76,0,ADMIN,False,90.47619047619048,False
ATT0017026,2025-12-25,SCH0084,7,150,145,1,CLERK,False,96.66666666666667,False
ATT0016678,2025-09-21,SCH0549,8,210,139,,,False,66.19047619047619,False
