school_id,school_name,district,block,total_enrolled_students,school_type,medium
SCH0509,Govt. Elementary School Maharaj,JALANDHAR,Nakodar,221,HIGHER SECONDARY,PUNJABI
SCH0428,Govt. Middle School Swamy,JALANDHAR,Jalandhar-II,414,PRIMARY,PUNJABI
SCH0455,Govt. Elementary School Borah,PATIALA,Patiala,132,PRIMARY,PUNJABI
SCH0367,Govt. Primary School Vala,BATHINDA,,177,UPPER PRIMARY,ENGLISH
SCH0092,Govt. Middle School Bawa,BATHINDA,Talwandi Sabo,429,HIGHER SECONDARY,PUNJABI
SCH0340,Govt. Elementary School Manda,BATHINDA,Bathinda,51,UPPER PRIMARY,PUNJABI
SCH0565,Govt. Middle School Kibe,LUDHIANA,,127,UPPER PRIMARY,PUNJABI
SCH0346,Govt. Primary School Peri,MOGA,Nihal Singh Wala,178,SECONDARY,ENGLISH
SCH0242,Govt. Elementary School Bhardwaj,MOGA,Nihal Singh Wala,249,HIGHER SECONDARY,HINDI
SCH0014,Govt. Senior Secondary School Soman,JALANDHAR,Phillaur,41,SECONDARY,PUNJABI
SCH0316,Govt. Elementary School Dhingra,,Doraha,150,PRIMARY,HINDI
SCH0388,Govt. Elementary School Saini,BATHINDA,Rampura Phul,136,UPPER PRIMARY,HINDI
SCH0274,Govt. Senior Secondary School Raval,FEROZEPUR,Makhu,98,UPPER PRIMARY,HINDI
SCH0167,Govt. Elementary School Pall,LUDHIANA,Doraha,281,UPPER PRIMARY,PUNJABI
SCH0485,Govt. Senior Secondary School Gola,LUDHIANA,Ludhiana-II,239,PRIMARY,HINDI
SCH0505,Govt. Primary School Chakraborty,PATIALA,Rajpura,235,UPPER PRIMARY,PUNJABI
SCH0244,Govt. Primary School Swamy,PATIALA,Samana,371,HIGHER SECONDARY,HINDI
SCH0567,Govt. Elementary School Sawhney,PATIALA,Rajpura,300,PRIMARY,HINDI
SCH0563,Govt. Senior Secondary School Nayak,,Talwandi Sabo,281,UPPER PRIMARY,HINDI
SCH0190,Govt. Senior Secondary School Chadha,MOGA,Moga-II,439,UPPER PRIMARY,PUNJABI
SCH0476,Govt. Primary School Chowdhury,JALANDHAR,Jalandhar-I,48,HIGHER SECONDARY,HINDI
SCH0511,Govt. Middle School Kuruvilla,FEROZEPUR,Ferozepur,80,UPPER PRIMARY,HINDI
SCH0059,Govt. Middle School Barman,BATHINDA,Talwandi Sabo,254,UPPER PRIMARY,PUNJABI
SCH0475,Govt. Primary School Prakash,BATHINDA,Maur,410,HIGHER SECONDARY,PUNJABI
SCH0561,Govt. Middle School Mishra,,Sunam,265,UPPER PRIMARY,PUNJABI
SCH0253,Govt. Senior Secondary School Saha,LUDHIANA,,110,UPPER PRIMARY,HINDI
SCH0022,Govt. Primary School Aggarwal,AMRITSAR,Amritsar-I,377,HIGHER SECONDARY,PUNJABI
SCH0314,Govt. Middle School Kakar,PATIALA,Rajpura,366,PRIMARY,HINDI
SCH0460,Govt. Senior Secondary School Solanki,SANGRUR,Sangrur,129,PRIMARY,HINDI
SCH0161,Govt. Senior Secondary School Mand,PATIALA,Nabha,198,HIGHER SECONDARY,HINDI
SCH0277,Govt. Middle School Nagi,SANGRUR,Dhuri,338,HIGHER SECONDARY,HINDI
SCH0192,Govt. Middle School Varty,BATHINDA,Bathinda,168,SECONDARY,PUNJABI
SCH0386,Govt. Elementary School Sama,MOGA,Nihal Singh Wala,169,SECONDARY,PUNJABI
SCH0414,Govt. Elementary School Goyal,AMRITSAR,Tarn Taran,342,HIGHER SECONDARY,HINDI
SCH0492,Govt. Middle School Dalal,BATHINDA,Rampura Phul,99,SECONDARY,PUNJABI
SCH0344,Govt. Senior Secondary School Bala,SANGRUR,Sangrur,84,UPPER PRIMARY,HINDI
SCH0309,Govt. Primary School Garde,FEROZEPUR,Zira,368,UPPER PRIMARY,HINDI
SCH0131,Govt. Elementary School Dani,MOGA,,200,SECONDARY,PUNJABI
SCH0100,Govt. Elementary School Sandal,FEROZEPUR,Zira,437,SECONDARY,HINDI
SCH0373,Govt. Middle School Soman,AMRITSAR,Amritsar-I,328,SECONDARY,ENGLISH
SCH0088,Govt. Middle School Golla,BATHINDA,Talwandi Sabo,264,PRIMARY,PUNJABI
SCH0459,Govt. Elementary School Mani,BATHINDA,Rampura Phul,108,SECONDARY,ENGLISH
SCH0331,Govt. Primary School Raju,PATIALA,,291,UPPER PRIMARY,HINDI
SCH0215,Govt. Elementary School Saha,BATHINDA,Bathinda,187,PRIMARY,PUNJABI
SCH0467,Govt. Elementary School Krishnan,BATHINDA,Rampura Phul,336,UPPER PRIMARY,PUNJABI
SCH0122,Govt. Senior Secondary School Ahluwalia,LUDHIANA,,442,UPPER PRIMARY,HINDI
SCH0021,Govt. Elementary School Sami,SANGRUR,Sunam,316,HIGHER SECONDARY,HINDI
SCH0072,Govt. Senior Secondary School Sengupta,FEROZEPUR,Makhu,54,SECONDARY,ENGLISH
SCH0107,Govt. Elementary School Krishna,PATIALA,Rajpura,338,HIGHER SECONDARY,PUNJABI
SCH0271,Govt. Elementary School Mohan,SANGRUR,Sunam,274,SECONDARY,HINDI
SCH0436,Govt. Primary School Joshi,FEROZEPUR,,253,SECONDARY,ENGLISH
SCH0103,Govt. Elementary School Parsa,AMRITSAR,Ajnala,385,HIGHER SECONDARY,PUNJABI
